Name,Prediction
B000088,2.36249814372941
B000139,1.83487497405674
B000236,6.72631088964143
B000310,4.71439875299462
B000728,3.12950445011969
B000785,2.42235281866705
B000821,2.8371984104199
B000826,3.2174865890397
B001153,0.656850591136688
B001156,1.77420757993377
